costa mesa,ca,2018-12-08,Costa Mesa, CA,33.66679,-117.914032,3,54,82,1020.0,54
minot,nd,2018-12-08,Minot, ND,48.234482,-101.288383,19,3,76,961.0,17
san francisco,ca,2018-12-08,San Francisco, CA,37.747398,-122.439217,8,48,89,1022.0,50
provo,ut,2018-12-08,Provo, UT,40.233761,-111.66851,4,32,86,836.0,32
helena,mt,2018-12-08,Helena, MT,46.597229,-112.019676,7,1,86,868.0,10
philadelphia,pa,2018-12-08,Philadelphia, PA,40.007629,-75.133957,5,21,75,1027.0,22
schenectady,ny,2018-12-08,Schenectady, NY,42.8036,-73.938103,9,9,78,1014.0,18
aurora,co,2018-12-08,Aurora, CO,39.70932,-104.814583,9,18,75,835.0,24
midvale,oh,2018-12-08,Midvale, OH,40.435848,-81.371117,9,9,88,994.0,17
lady lake,fl,2018-12-08,Lady Lake, FL,28.926519,-81.930794,9,50,92,1021.0,53
la habra,ca,2018-12-08,La Habra, CA,33.927689,-117.951462,12,50,82,1009.0,52
ohio city,oh,2018-12-08,Ohio City, OH,40.770119,-84.61557,14,14,59,1006.0,24
pittsburgh,pa,2018-12-08,Pittsburgh, PA,40.431301,-79.980698,9,14,83,993.0,22
henryetta,ok,2018-12-08,Henryetta, OK,35.443531,-95.983383,13,28,89,1000.0,35
ortonville,mi,2018-12-08,Ortonville, MI,42.851101,-83.442513,16,7,66,993.0,19
milledgeville,ga,2018-12-08,Milledgeville, GA,33.08802,-83.242393,9,41,82,1014.0,44
squamish,bc,2018-12-08,Squamish, BC,49.732658,-123.14003,4,27,51,929.0,27
bourne,ma,2018-12-08,Bourne, MA,41.742641,-70.588287,14,10,51,1027.0,20
midland,tx,2018-12-08,Midland, TX,32.000591,-102.074448,14,28,95,925.0,36
somerville,al,2018-12-08,Somerville, AL,34.468979,-86.799217,7,39,95,1003.0,42
yukon,ok,2018-12-08,Yukon, OK,35.505421,-97.737267,16,23,81,980.0,32
newbury park,ca,2018-12-08,Thousand Oaks, CA,34.188641,-118.940559,11,52,65,994.0,53
nashville,tn,2018-12-08,Nashville, TN,36.171478,-86.784233,11,34,69,1009.0,39
north little rock,ar,2018-12-08,North Little Rock, AR,34.780209,-92.237579,18,28,92,1017.0,36
ogden,ut,2018-12-08,Ogden, UT,41.227928,-111.967537,6,27,80,853.0,30
capistrano beach,ca,2018-12-08,Dana Point, CA,33.44912,-117.656273,3,54,69,1018.0,54
jupiter,fl,2018-12-08,Jupiter, FL,26.919809,-80.112129,15,70,65,1022.0,71
watervliet,ny,2018-12-08,Watervliet, NY,42.721802,-73.706703,7,10,77,1018.0,18
cedar hill,tx,2018-12-08,Cedar Hill, TX,32.581249,-96.959122,23,36,96,998.0,42
levelland,tx,2018-12-08,Levelland, TX,33.58733,-102.378548,13,23,91,902.0,31
chanute,ks,2018-12-08,Chanute, KS,37.68224,-95.451797,13,18,88,996.0,26
knoxville,tn,2018-12-08,Knoxville, TN,35.960491,-83.920914,7,37,74,993.0,40
whitman,ma,2018-12-08,Whitman, MA,42.079922,-70.93985,9,12,51,1025.0,21
rancho cucamonga,ca,2018-12-08,Rancho Cucamonga, CA,34.12479,-117.56617,5,48,77,962.0,49
olathe,ks,2018-12-08,Olathe, KS,38.884838,-94.817909,9,14,88,995.0,21
desert hot springs,ca,2018-12-08,Desert Hot Springs, CA,33.96682,-116.552254,6,50,69,948.0,52
pinellas park,fl,2018-12-08,Pinellas Park, FL,27.858391,-82.708061,15,61,86,1023.0,61
trophy club,tx,2018-12-08,Trophy Club, TX,33.004269,-97.18988,20,34,91,999.0,40
solon,oh,2018-12-08,Solon, OH,41.38628,-81.440033,13,16,74,992.0,24
canal fulton,oh,2018-12-08,Canal Fulton, OH,40.88929,-81.585838,13,14,77,991.0,22
woodward,ok,2018-12-08,Woodward, OK,36.433659,-99.398987,11,23,61,954.0,30
whittier,ca,2018-12-08,Whittier, CA,33.975422,-118.034416,10,50,87,1010.0,53
san pedro,ca,2018-12-08,Los Angeles, CA,33.7379,-118.285004,7,55,72,1018.0,56
centreville,va,2018-12-08,Centreville, VA,38.83905,-77.438881,4,19,87,1020.0,20
dorchester,ma,2018-12-08,Boston, MA,42.29829,-71.05983,13,12,47,1026.0,21
tinley park,il,2018-12-08,Tinley Park, IL,41.567108,-87.804932,7,12,77,1009.0,19
flushing,ny,2018-12-08,New York, NY,40.767239,-73.829231,9,19,56,1030.0,26
woodinville,wa,2018-12-08,Woodinville, WA,47.757019,-122.147667,6,32,67,1011.0,35
ronkonkoma,ny,2018-12-08,Ronkonkoma, NY,40.807701,-73.129501,11,12,67,1029.0,21
temecula,ca,2018-12-08,Temecula, CA,33.50248,-117.166931,8,39,98,972.0,43
largo,fl,2018-12-08,Largo, FL,27.90913,-82.772278,14,59,87,1023.0,60
layton,ut,2018-12-08,Layton, UT,41.065929,-111.961021,5,28,87,856.0,32
santa monica,ca,2018-12-08,Santa Monica, CA,34.02301,-118.481773,10,59,56,1009.0,59
hoschton,ga,2018-12-08,Hoschton, GA,34.094978,-83.760963,7,39,93,993.0,42
alabaster,al,2018-12-08,Alabaster, AL,33.245079,-86.816223,7,41,96,1006.0,44
st albert,ab,2018-12-08,St. Albert, AB,53.639809,-113.620827,13,-6,84,938.0,7
plantation,fl,2018-12-08,Plantation, FL,26.12582,-80.261688,11,72,70,1021.0,72
beaufort,sc,2018-12-08,Beaufort, SC,32.444679,-80.703529,9,46,73,1027.0,49
redwood city,ca,2018-12-08,Redwood City, CA,37.502079,-122.225029,3,46,91,1010.0,46
meridian,id,2018-12-08,Meridian, ID,43.617432,-116.395538,0,21,75,936.0,21
grimes,ia,2018-12-08,Grimes, IA,41.687439,-93.790321,7,16,85,1000.0,22
joplin,mo,2018-12-08,Joplin, MO,37.084759,-94.513474,13,21,84,992.0,29
lufkin,tx,2018-12-08,Lufkin, TX,31.34239,-94.718262,18,39,96,1006.0,44
flint,mi,2018-12-08,Flint, MI,43.00259,-83.7826,13,10,71,1003.0,20
riversider,ca,2018-12-08,California, US,37.271881,-119.270233,5,25,100,913.0,29
sioux city,ia,2018-12-08,Sioux City, IA,42.49651,-96.391586,5,-2,82,990.0,4
salinas,ca,2018-12-08,Salinas, CA,36.6894,-121.632408,5,46,89,1007.0,48
zion,il,2018-12-08,Zion, IL,42.44318,-87.825562,11,16,67,1011.0,23
fontana,ca,2018-12-08,Fontana, CA,34.096771,-117.459137,6,48,80,980.0,49
stateline,nv,2018-12-08,Stateline, NV,38.967812,-119.943932,5,16,100,798.0,20
sherwood,ar,2018-12-08,Sherwood, AR,34.850449,-92.203079,16,28,95,1016.0,35
ellsworth,me,2018-12-08,Ellsworth, ME,44.541401,-68.424309,18,-2,66,1021.0,11
san jacinto,ca,2018-12-08,San Jacinto, CA,33.79565,-116.990852,4,48,87,955.0,48
elgin,il,2018-12-08,Elgin, IL,42.039558,-88.283241,9,14,73,1005.0,22
roselle,il,2018-12-08,Roselle, IL,41.98098,-88.086311,9,14,70,1008.0,22
phx,az,2018-12-08,Phoenix, AZ,33.437599,-112.031998,5,55,92,978.0,56
new haven,ct,2018-12-08,New Haven, CT,41.303558,-72.922333,9,16,59,1026.0,23
spring,tx,2018-12-08,Spring, TX,30.06142,-95.383133,21,45,98,1010.0,50
ft myers,fl,2018-12-08,Fort Myers, FL,26.61916,-81.83049,9,59,94,1022.0,59
orange,ca,2018-12-08,Orange, CA,33.804741,-117.823311,10,52,72,1006.0,53
johns creek,ga,2018-12-08,Johns Creek, GA,34.033161,-84.202721,9,39,94,989.0,42
eagle mountain,ut,2018-12-08,Eagle Mountain, UT,40.38023,-111.987373,2,34,83,847.0,33
laguna hills,ca,2018-12-08,Laguna Hills, CA,33.591572,-117.69886,5,50,77,999.0,50
kailua kona,hi,2018-12-08,Hawaii, HI,19.728001,-155.848007,21,59,89,931.0,60
crawfordville,fl,2018-12-08,Crawfordville, FL,30.199551,-84.363388,9,48,69,1023.0,50
jamul,ca,2018-12-08,Jamul, CA,32.718399,-116.870857,4,50,84,980.0,50
sterling,va,2018-12-08,Sterling, VA,39.005211,-77.405197,1,25,87,1020.0,24
broomfield,co,2018-12-08,Broomfield, CO,39.919498,-105.07,4,30,69,841.0,30
new york,ny,2018-12-08,New York, NY,40.71455,-74.007118,7,19,58,1030.0,25
livermore,ca,2018-12-08,Livermore, CA,37.67524,-121.757828,3,43,83,991.0,44
frisco,tx,2018-12-08,Frisco, TX,33.15049,-96.834641,23,34,94,999.0,41
virginia beach,va,2018-12-08,Virginia Beach, VA,36.77272,-76.050041,13,28,78,1030.0,34
minneapolis,mn,2018-12-08,Minneapolis, MN,44.979031,-93.264931,9,0,87,1001.0,8
jacksonville,fl,2018-12-08,Jacksonville, FL,30.332251,-81.674782,9,46,94,1024.0,49
santa clara,ca,2018-12-08,Santa Clara, CA,37.355701,-121.955002,1,50,87,1022.0,49
lynn,ma,2018-12-08,Lynn, MA,42.464668,-70.940208,18,10,51,1027.0,21
omaha,ne,2018-12-08,Omaha, NE,41.263561,-96.03553,11,7,88,992.0,17
grover beach,ca,2018-12-08,Grover Beach, CA,35.120609,-120.620232,4,48,87,1016.0,49
san luis obispo,ca,2018-12-08,San Luis Obispo, CA,35.271999,-120.666649,9,46,75,995.0,49
pataskala,oh,2018-12-08,Pataskala, OH,40.010941,-82.715652,11,10,80,994.0,20
manahawkin,nj,2018-12-08,Manahawkin, NJ,39.696251,-74.25843,10,16,69,1030.0,23
rockford,il,2018-12-08,Rockford, IL,42.266899,-89.078346,9,18,72,1006.0,25
wayne,nj,2018-12-08,Wayne, NJ,40.929298,-74.228897,5,16,78,1021.0,20
nicholasville,ky,2018-12-08,Nicholasville, KY,37.88105,-84.579018,9,21,66,999.0,28
canton,mi,2018-12-08,Canton, MI,42.307549,-83.486794,18,9,58,1006.0,21
burgettstown,pa,2018-12-08,Burgettstown, PA,40.3811,-80.392303,9,10,87,988.0,19
west springfield,ma,2018-12-08,West Springfield, MA,42.125351,-72.6502,7,10,72,1022.0,18
johns island,sc,2018-12-08,Johns Island, SC,32.720718,-80.081841,9,45,70,1027.0,47
denham springs,la,2018-12-08,Denham Springs, LA,30.47394,-90.959709,18,55,63,1018.0,58
simpsonville,sc,2018-12-08,Simpsonville, SC,34.729809,-82.25695,7,41,65,999.0,43
rocklin,ca,2018-12-08,Rocklin, CA,38.79007,-121.234398,4,41,90,1012.0,42
cape coral,fl,2018-12-08,Cape Coral, FL,26.644119,-81.997231,9,57,95,1022.0,58
irving,tx,2018-12-08,Irving, TX,32.813511,-96.955498,22,36,93,1003.0,43
salem,va,2018-12-08,Salem, VA,37.28619,-80.055008,5,25,82,974.0,29
ladson,sc,2018-12-08,Ladson, SC,33.00774,-80.128036,9,43,69,1026.0,46
hamburg,nj,2018-12-08,Hamburg, NJ,41.14846,-74.57341,7,9,83,998.0,16
key largo,fl,2018-12-08,Key Largo, FL,25.122999,-80.411308,24,73,59,1021.0,74
bellflower,ca,2018-12-08,Bellflower, CA,33.887939,-118.127083,7,54,79,1019.0,54
oklahoma city,ok,2018-12-08,Oklahoma City, OK,35.466179,-97.514839,14,25,83,983.0,33
lauderdale lakes,fl,2018-12-08,Lauderdale Lakes, FL,26.167959,-80.202011,14,73,67,1021.0,73
sharpsburg,ga,2018-12-08,Sharpsburg, GA,33.341179,-84.64859,8,43,89,995.0,45
dana point,ca,2018-12-08,Dana Point, CA,33.473621,-117.696327,3,54,69,1019.0,54
la crescenta,ca,2018-12-08,Glendale, CA,34.229389,-118.24836,3,54,69,959.0,54
lacey,wa,2018-12-08,Lacey, WA,47.044331,-122.793671,3,32,93,1015.0,32
chesapeake,va,2018-12-08,Chesapeake, VA,36.677719,-76.302223,13,28,78,1030.0,35
goose creek,sc,2018-12-08,Goose Creek, SC,32.992249,-80.004143,9,45,67,1027.0,47
pulaski,wi,2018-12-08,Pulaski, WI,44.66853,-88.237198,11,5,80,1003.0,14
lantana,tx,2018-12-08,Lantana, TX,33.092018,-97.121559,19,34,92,1001.0,40
surat,ge,2018-12-08,Surat, GJ,21.17642,72.814087,12,88,32,1011.0,88
pasadena,md,2018-12-08,Pasadena, MD,39.155209,-76.553688,4,27,78,1030.0,26
boise,id,2018-12-08,Boise, ID,43.606979,-116.193413,4,18,78,914.0,18
troup,tx,2018-12-08,Troup, TX,32.144711,-95.124199,23,36,95,1005.0,42
tenino,wa,2018-12-08,Tenino, WA,46.853771,-122.86042,4,36,84,1010.0,35
pontiac,mi,2018-12-08,Pontiac, MI,42.636871,-83.288422,16,7,63,997.0,19
holmes,ny,2018-12-08,Holmes, NY,41.523289,-73.647141,7,9,76,1002.0,16
ellendale,tn,2018-12-08,Bartlett, TN,35.23061,-89.825539,16,28,98,1018.0,36
nanoose bay,bc,2018-12-08,Nanoose Bay, BC,49.281841,-124.138283,18,34,63,1006.0,40
santa rosa,ca,2018-12-08,Santa Rosa, CA,38.450321,-122.699493,4,41,94,1009.0,42
oxnard,ca,2018-12-08,Oxnard, CA,34.196049,-119.181396,8,50,81,1018.0,52
oakdale,ct,2018-12-08,Oakdale, CT,41.469009,-72.161278,11,10,64,1021.0,19
somis,ca,2018-12-08,Somis, CA,34.256149,-118.997047,9,50,72,1006.0,51
framingham,ma,2018-12-08,Framingham, MA,42.308559,-71.436783,7,14,56,1020.0,20
downey,ca,2018-12-08,Downey, CA,33.93784,-118.131081,7,54,81,1018.0,54
burlington,nj,2018-12-08,Burlington, NJ,40.067162,-74.842194,4,23,77,1030.0,23
drexel hill,pa,2018-12-08,Drexel Hill, PA,39.949001,-75.296501,4,23,71,1024.0,23
bryan,tx,2018-12-08,Bryan, TX,30.66748,-96.366219,26,39,98,1006.0,45
mason,mi,2018-12-08,Mason, MI,42.581161,-84.444839,12,12,70,998.0,21
chico,ca,2018-12-08,Chico, CA,39.763809,-121.825119,5,39,93,1016.0,39
irvine,ca,2018-12-08,Irvine, CA,33.687241,-117.825821,4,54,82,1016.0,54
pleasanton,ca,2018-12-08,Pleasanton, CA,37.666302,-121.880272,2,43,86,998.0,42
vero beach,fl,2018-12-08,Vero Beach, FL,27.64584,-80.392982,9,63,82,1022.0,64
apple valley,mn,2018-12-08,Apple Valley, MN,44.745571,-93.20063,9,-4,89,999.0,7
bend,or,2018-12-08,Bend, OR,44.056492,-121.31057,9,19,77,890.0,27
san clemente,ca,2018-12-08,San Clemente, CA,33.450218,-117.610786,2,55,67,1011.0,55
stuart,ia,2018-12-08,Stuart, IA,41.500889,-94.319962,9,7,92,991.0,16
kingsport,tn,2018-12-08,Kingsport, TN,36.530411,-82.5495,6,30,88,974.0,34
herriman,ut,2018-12-08,Herriman, UT,40.514172,-112.033493,5,25,89,835.0,28
post falls,id,2018-12-08,Post Falls, ID,47.720322,-116.940102,4,25,79,937.0,25
lorem ipsum,oi,2018-12-08,Tokyo, Tokyo Prefecture,35.600151,139.729843,9,41,80,1016.0,44
charlottesville,va,2018-12-08,Charlottesville, VA,38.032131,-78.477531,2,25,80,1012.0,25
sun prairie,wi,2018-12-08,Sun Prairie, WI,43.182961,-89.210732,4,16,87,1000.0,16
kenner,la,2018-12-08,Kenner, LA,30.01054,-90.255028,21,57,79,1020.0,60
st louis,mo,2018-12-08,St. Louis, MO,38.627701,-90.199501,9,18,82,1017.0,24
gaffney,sc,2018-12-08,Gaffney, SC,35.07354,-81.65657,5,39,73,1003.0,40
raleigh,nc,2018-12-08,Raleigh, NC,35.785511,-78.64267,7,30,89,1017.0,34
murray,ky,2018-12-08,Murray, KY,36.610222,-88.302109,13,28,78,1011.0,35
pineville,wv,2018-12-08,Pineville, WV,37.585121,-81.53624,2,27,85,936.0,27
thornton,co,2018-12-08,Thornton, CO,39.9118,-104.953117,4,28,71,845.0,29
sugarcreek,oh,2018-12-08,Sugarcreek, OH,40.511021,-81.652946,9,9,88,991.0,17
grand prairie,tx,2018-12-08,Grand Prairie, TX,32.7477,-97.007202,23,36,96,1002.0,43
douglasville,ga,2018-12-08,Douglasville, GA,33.750179,-84.749123,5,43,96,991.0,44
valley park,mo,2018-12-08,Valley Park, MO,38.552391,-90.491447,9,18,83,1012.0,24
bellefonte,pa,2018-12-08,Bellefonte, PA,40.9132,-77.768097,5,21,71,983.0,26
carson,ca,2018-12-08,Carson, CA,33.837391,-118.255913,7,54,78,1019.0,55
el paso,tx,2018-12-08,El Paso, TX,31.849831,-106.437187,9,43,93,880.0,45
avon,co,2018-12-08,Avon, CO,39.643822,-106.511368,4,18,86,670.0,17
copiague,ny,2018-12-08,Copiague, NY,40.674301,-73.3918,13,16,59,1029.0,24
lake orion,mi,2018-12-08,Lake Orion, MI,42.782681,-83.245148,15,9,64,994.0,19
agoura hills,ca,2018-12-08,Agoura Hills, CA,34.151009,-118.761124,7,54,63,980.0,54
cheltenham,pa,2018-12-08,Montgomery, PA,40.0784,-75.137703,5,16,80,1023.0,21
oceanside,ca,2018-12-08,Oceanside, CA,33.224689,-117.308327,9,45,97,1013.0,48
renner,sd,2018-12-08,Renner, SD,43.645321,-96.716408,7,3,87,974.0,11
petersburg,mi,2018-12-08,Petersburg, MI,41.89933,-83.712479,17,9,62,1008.0,19
prescott,az,2018-12-08,Prescott, AZ,34.579899,-112.447548,4,34,89,832.0,34
turlock,ca,2018-12-08,Turlock, CA,37.49501,-120.84642,5,41,99,1021.0,43
westland,mi,2018-12-08,Westland, MI,42.3242,-83.401367,18,9,58,1007.0,21
temple,tx,2018-12-08,Temple, TX,31.097469,-97.343033,24,36,96,998.0,43
lewisville,tx,2018-12-08,Lewisville, TX,33.04723,-96.995934,22,34,91,1003.0,41
prior lake,mn,2018-12-08,Prior Lake, MN,44.725929,-93.439339,7,-4,86,999.0,5
trimble,mo,2018-12-08,Trimble, MO,39.476269,-94.561043,6,12,85,997.0,19
allen,tx,2018-12-08,Allen, TX,33.10857,-96.672562,23,34,95,999.0,42
new albany,oh,2018-12-08,New Albany, OH,40.082359,-82.805489,11,10,83,995.0,19
encino,ca,2018-12-08,Los Angeles, CA,34.16497,-118.525803,10,52,67,987.0,53
oakton,va,2018-12-08,Oakton, VA,38.888771,-77.301666,4,23,77,1019.0,23
austin,tx,2018-12-08,Austin, TX,30.30637,-97.752762,22,39,90,996.0,46
pacifica,ca,2018-12-08,Pacifica, CA,37.635262,-122.491112,6,48,94,1017.0,49
vidor,tx,2018-12-08,Vidor, TX,30.12454,-94.012657,22,59,98,1014.0,61
greer,sc,2018-12-08,Greer, SC,34.930672,-82.226143,6,41,64,994.0,42
appleton,wi,2018-12-08,Appleton, WI,44.26178,-88.416557,11,1,79,1005.0,13
bonaire,ga,2018-12-08,Bonaire, GA,32.54459,-83.59671,7,43,81,1015.0,45
gilbert,az,2018-12-08,Gilbert, AZ,33.329041,-111.789757,3,52,95,976.0,52
calgary alberta,ca,2018-12-08,Calgary, AB,51.039181,-114.068718,12,9,58,892.0,19
são paulo,sp,2018-12-08,Sao Paulo, SP,-23.57538,-46.615639,20,54,93,930.0,57
beltsville,md,2018-12-08,Beltsville, MD,39.039532,-76.921082,4,25,79,1022.0,24
upperco,md,2018-12-08,Upperco, MD,39.562561,-76.835403,2,21,84,1006.0,21
endwell,ny,2018-12-08,Endwell, NY,42.118801,-76.017502,5,12,79,984.0,18
gardnerville,nv,2018-12-08,Gardnerville, NV,38.938999,-119.736877,4,9,100,838.0,8
west fargo,nd,2018-12-08,West Fargo, ND,46.85778,-96.904907,10,0,90,997.0,10
monterey park,ca,2018-12-08,Monterey Park, CA,34.049622,-118.132347,7,54,81,1013.0,55
heath,oh,2018-12-08,Heath, OH,40.03545,-82.432259,11,12,80,996.0,21
rotterdam,zh,2018-12-08,Rotterdam, ZH,51.922829,4.47845,40,39,82,1001.0,48
humble,tx,2018-12-08,Humble, TX,29.99217,-95.265572,9,55,100,1010.0,56
redmond,wa,2018-12-08,Redmond, WA,47.677368,-122.117683,7,32,63,1012.0,36
sorrento,fl,2018-12-08,Sorrento, FL,28.80872,-81.563164,9,52,91,1021.0,54
conroe,tx,2018-12-08,Conroe, TX,30.31218,-95.455917,22,43,98,1007.0,49
university place,wa,2018-12-08,University Place, WA,47.214668,-122.546143,2,37,80,1014.0,37
waddell,az,2018-12-08,Waddell, AZ,33.541031,-112.427147,4,52,94,972.0,52
paducah,ky,2018-12-08,Paducah, KY,37.069618,-88.651749,13,25,74,1018.0,32
evansville,in,2018-12-08,Evansville, IN,37.977081,-87.564049,12,19,81,1018.0,27
pensacola,fl,2018-12-08,Pensacola, FL,30.44379,-87.187332,19,50,64,1023.0,53
killdeer,il,2018-12-08,Illinois, US,39.739262,-89.504089,13,5,85,1010.0,15
lynchburg,va,2018-12-08,Lynchburg, VA,37.40041,-79.190987,5,25,70,1000.0,29
pocatello,id,2018-12-08,Pocatello, ID,42.87471,-112.450569,7,14,84,848.0,20
englishtown,nj,2018-12-08,Englishtown, NJ,40.297131,-74.360687,5,16,66,1026.0,20
chugiak,ak,2018-12-08,Anchorage, AK,61.407501,-149.475754,7,30,80,947.0,34
tacoma,wa,2018-12-08,Tacoma, WA,47.242809,-122.45359,2,36,79,1014.0,35
oakland,ca,2018-12-08,Oakland, CA,37.80508,-122.273071,5,48,83,1018.0,49
albany,ny,2018-12-08,Albany, NY,42.668098,-73.810699,7,12,75,1021.0,19
wildwood,fl,2018-12-08,Wildwood, FL,28.79908,-82.004662,7,50,91,1021.0,52
garden grove,ca,2018-12-08,Garden Grove, CA,33.778702,-117.960083,7,52,83,1023.0,52
parma,oh,2018-12-08,Parma, OH,41.384312,-81.728531,13,18,71,998.0,26
decatur,ga,2018-12-08,Decatur, GA,33.771049,-84.29744,9,41,93,993.0,44
simi valley,ca,2018-12-08,Simi Valley, CA,34.265999,-118.748611,9,52,69,973.0,53
franklin,ma,2018-12-08,Franklin, MA,42.080029,-71.381058,9,12,59,1020.0,19
ocala,fl,2018-12-08,Ocala, FL,29.18119,-82.145157,8,52,86,1021.0,53
hayward,ca,2018-12-08,Hayward, CA,37.63345,-122.076271,4,45,80,1013.0,45
alpine,ut,2018-12-08,Alpine, UT,40.453861,-111.777802,3,32,82,809.0,32
truganina,vi,2018-12-08,Truganina, VIC,-37.852161,144.724854,19,66,84,1014.0,66
glen ellyn,il,2018-12-08,Glen Ellyn, IL,41.86657,-88.063019,8,14,72,1009.0,21
newfoundland,nj,2018-12-08,West Milford, NJ,41.04565,-74.439331,7,9,80,999.0,16
elizabeth,co,2018-12-08,Elizabeth, CO,39.361778,-104.601051,18,12,69,800.0,23
marina,ca,2018-12-08,Marina, CA,36.681622,-121.802307,5,45,90,1018.0,46
chesterfield,va,2018-12-08,Chesterfield, VA,37.376839,-77.508247,7,23,80,1024.0,27
brattleboro,vt,2018-12-08,Brattleboro, VT,42.852699,-72.558296,7,9,64,997.0,15
brookville,ks,2018-12-08,Brookville, KS,38.77356,-97.865082,5,19,88,979.0,23
broken arrow,ok,2018-12-08,Broken Arrow, OK,36.034161,-95.794868,13,30,77,1004.0,36
kansas city,mo,2018-12-08,Kansas City, MO,39.102951,-94.583061,8,18,77,1001.0,24
wake forest,nc,2018-12-08,Winston-Salem, NC,36.13446,-80.275452,8,34,65,998.0,37
farmingville,ny,2018-12-08,Farmingville, NY,40.840698,-73.045303,10,12,61,1027.0,21
imperial beach,ca,2018-12-08,Imperial Beach, CA,32.569672,-117.118958,9,52,89,1018.0,53
owings mills,md,2018-12-08,Owings Mills, MD,39.411549,-76.79129,2,25,78,1013.0,25
jonesboro,ar,2018-12-08,Jonesboro, AR,35.835258,-90.705048,17,25,91,1020.0,33
islamabad,pa,2018-12-08,Islamabad, Islamabad,33.709839,73.075912,6,66,36,939.0,65
brandon,fl,2018-12-08,Brandon, FL,27.936729,-82.29998,9,55,89,1021.0,57
